,0,1
61,100.41293035,38.56989127
61,100.41296734,38.56986631
61,100.41300945,38.56983789
61,100.41306908,38.5697826
61,100.41317404,38.56968528
61,100.41334173,38.56950498
61,100.41341997,38.56940775
61,100.41352163,38.56928133
61,100.41349766,38.56926197
61,100.41338044,38.56916686
61,100.41324518,38.56906472
61,100.41319093,38.56902376
61,100.4130707,38.56892988
61,100.41302036,38.56891738
61,100.41291425,38.56880729
61,100.41288867,38.56878074
61,100.4127649,38.56867535
61,100.41270652,38.56862564
62,100.40636623,38.56963894
62,100.40632565,38.56961273
62,100.40630643,38.56962345
62,100.40617172,38.56975186
62,100.40607057,38.56985794
62,100.40602183,38.56991191
62,100.40604831,38.56996212
62,100.40608441,38.56997157
62,100.40611024,38.56997245
62,100.40615287,38.56997909
62,100.40618193,38.56999065
62,100.40622323,38.57000684
62,100.40627102,38.5700444
62,100.40631029,38.57003439
62,100.40636233,38.56997895
62,100.40649928,38.56992333
62,100.40649941,38.56980512
62,100.40644583,38.56973522
62,100.40636623,38.56963894
63,100.42381226,38.56992401
63,100.42384559,38.56991963
63,100.42392572,38.56991865
63,100.42397914,38.569918
63,100.42400061,38.56989868
63,100.42402403,38.56985454
63,100.42402794,38.56980682
63,100.42395917,38.56976762
63,100.42388092,38.56971121
63,100.42386554,38.56970012
63,100.42375775,38.56965423
63,100.42374798,38.56965007
63,100.42371015,38.5696412
63,100.42365527,38.56962832
63,100.42360233,38.56961437
63,100.42357226,38.56960645
63,100.42354196,38.56959395
63,100.42351839,38.56958422
63,100.42347495,38.5695597
63,100.42343243,38.5695357
63,100.42339279,38.56952074
63,100.42332477,38.56949506
63,100.42326445,38.56951486
63,100.42321581,38.56952995
63,100.42316585,38.56956468
63,100.4231153,38.56958722
63,100.42306482,38.56961357
63,100.42301487,38.56964985
63,100.42302325,38.56966079
63,100.42309589,38.56971139
63,100.42322434,38.5697594
63,100.42326565,38.5697608
63,100.42331699,38.56976625
63,100.42333015,38.56976765
63,100.42338144,38.56978227
63,100.42339486,38.56978482
63,100.42346188,38.5697975
63,100.42347898,38.56980206
63,100.42354559,38.56985464
63,100.4235946,38.56987692
63,100.42368253,38.56990255
63,100.42369477,38.56990637
63,100.42371186,38.56991172
63,100.42376565,38.56993013
63,100.42381226,38.56992401
64,100.41639457,38.56957563
64,100.41636632,38.56943583
64,100.41630344,38.56929502
64,100.41622693,38.56920157
64,100.41620819,38.56917463
64,100.41623671,38.56914282
64,100.41620328,38.56901739
64,100.41616416,38.56897411
64,100.41610931,38.56896334
64,100.41606961,38.56898241
64,100.41603773,38.56902855
64,100.41593223,38.5691285
64,100.41585311,38.56918093
64,100.41564728,38.56927351
64,100.41560954,38.56929971
64,100.4158188,38.5694745
64,100.41574043,38.56948772
64,100.41570929,38.56944806
64,100.41565944,38.56938288
64,100.4156162,38.56934527
64,100.41556695,38.56931059
64,100.41548537,38.56923722
64,100.41533929,38.56930475
64,100.41541233,38.56938298
64,100.41561122,38.56958649
64,100.41562443,38.5696001
64,100.41577297,38.56975327
64,100.41591608,38.56989883
64,100.41604483,38.57003889
64,100.41619919,38.56992262
64,100.41628072,38.56980724
64,100.41636577,38.56968609
64,100.41639457,38.56957563
65,100.42202727,38.56994162
65,100.4221354,38.56985665
65,100.42215526,38.5698253
65,100.42214175,38.56978686
65,100.42206405,38.56971448
65,100.42205083,38.56970216
65,100.42196534,38.56961597
65,100.4219599,38.56961091
65,100.42190029,38.56966002
65,100.4217343,38.56974021
65,100.42163113,38.56980438
65,100.42163879,38.56982336
65,100.42166106,38.56984406
65,100.42169442,38.56987321
65,100.42175785,38.56988769
65,100.42182519,38.5698796
65,100.4218173,38.56988506
65,100.42178885,38.56992068
65,100.42180628,38.5699424
65,100.42185417,38.56996946
65,100.42189951,38.56998988
65,100.42193111,38.56999141
65,100.42195289,38.56998733
65,100.42202727,38.56994162
66,100.4196374,38.56994888
66,100.41960567,38.56987896
66,100.41955932,38.56983782
66,100.41951154,38.56983303
66,100.41946225,38.56979669
66,100.4194015,38.56979504
66,100.41938938,38.56971892
66,100.4193162,38.56962567
66,100.41928833,38.56959741
66,100.4192166,38.56957802
66,100.41921401,38.56952323
66,100.4191459,38.56945614
66,100.41905031,38.56930357
66,100.41902965,38.5692278
66,100.41900366,38.56924694
66,100.41880014,38.56947224
66,100.41869606,38.56958314
66,100.41865376,38.56963787
66,100.41877715,38.56973767
66,100.41897488,38.56983537
66,100.41903586,38.56984893
66,100.41916916,38.56991166
66,100.41921548,38.56995162
66,100.41927501,38.56989131
66,100.41932121,38.56992531
66,100.41932502,38.56996459
66,100.41935769,38.57000471
66,100.41940366,38.57002679
66,100.41954538,38.57005487
66,100.41960449,38.57005057
66,100.41964322,38.57001316
66,100.4196374,38.56994888
67,100.42115898,38.56956893
67,100.42106833,38.56952746
67,100.42105313,38.56954125
67,100.42104823,38.56956991
67,100.4211025,38.56964361
67,100.4211841,38.56971698
67,100.4212299,38.56973072
67,100.42126638,38.56973314
67,100.42126509,38.56976033
67,100.42129866,38.56979996
67,100.42142432,38.56989138
67,100.42145724,38.56989813
67,100.42147424,38.5699103
67,100.42158103,38.56998672
67,100.42165275,38.5700216
67,100.42167555,38.57003702
67,100.42169023,38.57003056
67,100.42172852,38.57000149
67,100.42178338,38.56995125
67,100.42177941,38.56993414
67,100.42174156,38.56992412
67,100.42171084,38.56990542
67,100.42164813,38.56986614
67,100.42161344,38.56983129
67,100.4215612,38.56983002
67,100.42157121,38.56978319
67,100.42150763,38.56976108
67,100.42141681,38.56971261
67,100.42137249,38.56968169
67,100.42131248,38.56965572
67,100.4212497,38.56961263
67,100.42115898,38.56956893
68,100.41307819,38.57008689
68,100.41323466,38.56993843
68,100.41340427,38.56976359
68,100.41352782,38.56963936
68,100.41372968,38.56944447
68,100.41362413,38.56936411
68,100.41354424,38.56929959
68,100.41346119,38.56941494
68,100.41325186,38.56965461
68,100.41310765,38.56980912
68,100.41298823,38.56991161
68,100.41292312,38.56993528
68,100.41285334,38.56996854
68,100.41276925,38.57001531
68,100.41274263,38.56999221
68,100.41273762,38.57005883
68,100.41274631,38.57019219
68,100.41278205,38.57023466
68,100.41287308,38.57023237
68,100.41293511,38.57022209
68,100.41297663,38.57017154
68,100.4130151,38.57012102
68,100.41307819,38.57008689
69,100.42213409,38.56995283
69,100.4221005,38.56991177
69,100.42197525,38.5700128
69,100.42198997,38.57002024
69,100.42208446,38.57007057
69,100.42212761,38.57010342
69,100.42219966,38.57018548
69,100.42222245,38.57023287
69,100.4223241,38.57016645
69,100.42232056,38.57007926
69,100.42226984,38.57000123
69,100.42220699,38.5699548
69,100.42213409,38.56995283
70,100.41441938,38.57008869
70,100.41431092,38.56998321
70,100.41409908,38.57014075
70,100.4140871,38.57014924
70,100.41394359,38.5702618
70,100.41396059,38.57027708
70,100.41404715,38.57034625
70,100.41419253,38.57024029
70,100.41419209,38.57023973
70,100.41441938,38.57008869
71,100.42205663,38.57007568
71,100.42201494,38.57005521
71,100.42200531,38.57005914
71,100.42197092,38.57003954
71,100.42191957,38.57002205
71,100.42187061,38.57000263
71,100.42183253,38.56998021
71,100.42180335,38.56997866
71,100.42176727,38.56999626
71,100.4217026,38.57005531
71,100.42182283,38.57014823
71,100.42189416,38.57016309
71,100.42194424,38.57017106
71,100.42195263,38.57017239
71,100.42192072,38.57021711
71,100.42195401,38.57024244
71,100.42208853,38.57032089
71,100.42214248,38.57028591
71,100.42220213,38.57024932
71,100.42219027,38.5702018
71,100.42213183,38.57013292
71,100.42205663,38.57007568
72,100.41759345,38.5700704
72,100.41755083,38.57003373
72,100.41750744,38.57004999
72,100.41747273,38.57004692
72,100.41743628,38.5700437
72,100.41741196,38.57001111
72,100.41738777,38.56989271
72,100.41728974,38.56981668
72,100.41725816,38.5697856
72,100.41718465,38.56975217
72,100.41709144,38.56973614
72,100.41705687,38.56973799
72,100.41702837,38.56977122
72,100.41700062,38.56984163
72,100.4169675,38.56991782
72,100.41689279,38.57000881
72,100.41691537,38.57004572
72,100.41706397,38.57000674
72,100.41722856,38.56994755
72,100.41724081,38.56994999
72,100.41729622,38.56996103
72,100.4173566,38.57006754
72,100.41741366,38.57010682
72,100.41743531,38.57012173
72,100.41744021,38.570217
72,100.41746095,38.57026799
72,100.41754535,38.57033238
72,100.41758995,38.5703776
72,100.41763433,38.57041139
72,100.41768054,38.57042398
72,100.41770559,38.57040079
72,100.41773035,38.57036332
72,100.41769499,38.57032514
72,100.41762263,38.57025737
72,100.41760377,38.57022471
72,100.41763209,38.5701829
72,100.41762562,38.5701315
72,100.41759345,38.5700704
73,100.42233777,38.57021347
73,100.42233159,38.5701922
73,100.42216829,38.57029969
73,100.42221059,38.57032226
73,100.42228818,38.57037709
73,100.42233578,38.57038938
73,100.42234292,38.57038215
73,100.42235079,38.57031913
73,100.42233777,38.57021347
74,100.40766658,38.57044031
74,100.40788778,38.57029465
74,100.40822375,38.57007807
74,100.40818651,38.57004733
74,100.40810175,38.56997658
74,100.40803282,38.56991905
74,100.40789285,38.56980455
74,100.40778707,38.56971419
74,100.40770503,38.56964271
74,100.40764793,38.56959407
74,100.40754944,38.56951016
74,100.40750177,38.56947027
74,100.40736532,38.56935606
74,100.40727753,38.56931048
74,100.40721035,38.56924336
74,100.40713845,38.56916796
74,100.40701511,38.5690703
74,100.40690137,38.5689668
74,100.40687817,38.56902237
74,100.40680387,38.56907284
74,100.40668859,38.56913905
74,100.40662713,38.56922559
74,100.40663725,38.56927914
74,100.4064783,38.56936908
74,100.40645267,38.5693956
74,100.40643821,38.56941055
74,100.40636299,38.56947581
74,100.40648461,38.56964166
74,100.40652083,38.56972416
74,100.40654767,38.569791
74,100.40655912,38.56981951
74,100.40661195,38.56991325
74,100.40664127,38.57001586
74,100.40665089,38.57002985
74,100.40676125,38.57019031
74,100.40677417,38.57021693
74,100.40679921,38.5702685
74,100.40686142,38.57037612
74,100.406901,38.5704446
74,100.40692087,38.57046888
74,100.40703702,38.57041334
74,100.40715313,38.57035783
74,100.40728314,38.57048639
74,100.40729576,38.5704993
74,100.40740559,38.57061158
74,100.40766658,38.57044031
75,100.39150844,38.57082973
75,100.39195641,38.57020951
75,100.39223129,38.56982371
75,100.39258295,38.56940483
75,100.3928123,38.56901958
75,100.3928859,38.56892641
75,100.39307456,38.56868756
75,100.39348759,38.56814639
75,100.39385599,38.56765223
75,100.39398992,38.5674766
75,100.3913925,38.56793564
75,100.39137999,38.56826243
75,100.39132945,38.56863245
75,100.3912429,38.56858745
75,100.39105928,38.56851098
75,100.39097678,38.56832606
75,100.39100604,38.56807248
75,100.39102518,38.56800055
75,100.39068358,38.56806091
75,100.39067006,38.56816287
75,100.39047473,38.56826649
75,100.39043162,38.56839212
75,100.39063074,38.56848509
75,100.39054393,38.56909983
75,100.39065256,38.56938096
75,100.39057295,38.5697394
75,100.39051376,38.56997606
75,100.39001254,38.57043246
75,100.39061846,38.57068266
75,100.3908305,38.57062329
75,100.39099564,38.57068568
75,100.39105883,38.57065633
75,100.39122431,38.57073658
75,100.39137559,38.57078841
75,100.39150844,38.57082973
76,100.40820151,38.57050373
76,100.40837978,38.57038242
76,100.40849696,38.5703076
76,100.40837449,38.57020285
76,100.40836239,38.5701925
76,100.40824134,38.57009259
76,100.40804296,38.57021986
76,100.40782,38.5703684
76,100.40758438,38.57051849
76,100.40770602,38.57062574
76,100.40794697,38.57047173
76,100.40795916,38.57048165
76,100.40780549,38.57058953
76,100.40793336,38.5706857
76,100.40820151,38.57050373
77,100.41375202,38.56946148
77,100.41374059,38.56945277
77,100.41362369,38.5695795
77,100.41348111,38.56973406
77,100.41338562,38.56981863
77,100.41311176,38.57009602
77,100.41295989,38.57024177
77,100.41297058,38.57025026
77,100.41300933,38.5702915
77,100.41300715,38.57030067
77,100.4129855,38.57039189
77,100.41292423,38.57044148
77,100.41287338,38.57048023
77,100.41278716,38.57049557
77,100.41274208,38.57051876
77,100.41272742,38.57054515
77,100.41272863,38.5706071
77,100.41272926,38.57063927
77,100.41275979,38.57065821
77,100.41306543,38.57051533
77,100.41318256,38.5704052
77,100.4132729,38.57032025
77,100.413347,38.57024114
77,100.4136107,38.56995963
77,100.41368651,38.56988496
77,100.41382038,38.56975308
77,100.41383758,38.56972449
77,100.41390083,38.56961936
77,100.41375202,38.56946148
78,100.42467368,38.57017949
78,100.4246242,38.57016436
78,100.42461282,38.57016056
78,100.42457469,38.57014781
78,100.42450014,38.57015443
78,100.42446194,38.57015563
78,100.42442551,38.57015677
78,100.42437626,38.57015308
78,100.42431812,38.57016094
78,100.42425825,38.57017311
78,100.42421979,38.57016214
78,100.42415423,38.57016293
78,100.42405814,38.57018555
78,100.42403446,38.57018584
78,100.42400168,38.57018624
78,100.42399073,38.57018494
78,100.42387987,38.57019773
78,100.42382842,38.570267
78,100.42381805,38.57029572
78,100.42380652,38.57035735
78,100.42384429,38.57042553
78,100.42388543,38.57047937
78,100.42391855,38.57049613
78,100.42393001,38.57052316
78,100.4239818,38.57053165
78,100.42400311,38.57053514
78,100.42409058,38.57053694
78,100.42412317,38.57054308
78,100.42416188,38.57055037
78,100.42419102,38.57055001
78,100.42422744,38.57054957
78,100.42426224,38.57055916
78,100.42430101,38.57058585
78,100.42434693,38.57060532
78,100.42438282,38.57062478
78,100.42439849,38.57063329
78,100.42447753,38.57066951
78,100.42451947,38.57067186
78,100.42459217,38.57066382
78,100.42467082,38.57049555
78,100.42470663,38.57037214
78,100.4247129,38.57032058
78,100.42471593,38.57019757
78,100.42467368,38.57017949
79,100.41537472,38.56941465
79,100.41531501,38.56935337
79,100.41526256,38.56929909
79,100.41513665,38.56916881
79,100.41513458,38.56916667
79,100.41499347,38.56903014
79,100.41498878,38.56902545
79,100.41486094,38.56889733
79,100.41480625,38.56883316
79,100.41464906,38.56899141
79,100.41463594,38.56900404
79,100.41445241,38.56918064
79,100.4144475,38.56918611
79,100.41435735,38.56928665
79,100.41419603,38.56948213
79,100.41406152,38.56962008
79,100.41405502,38.5696602
79,100.41411811,38.56971949
79,100.4141751,38.56977696
79,100.41422887,38.56979442
79,100.41444704,38.56964974
79,100.41469124,38.56947042
79,100.41471573,38.56949008
79,100.41442029,38.56971012
79,100.41438643,38.56971721
79,100.41427002,38.56978725
79,100.41422592,38.56981025
79,100.41422228,38.56982977
79,100.41432134,38.56992772
79,100.41435251,38.5699542
79,100.41445965,38.57004522
79,100.41450545,38.57008396
79,100.41452633,38.57010161
79,100.41457491,38.57016394
79,100.41469632,38.57028641
79,100.41471028,38.57029944
79,100.41479953,38.57022415
79,100.41486202,38.57012901
79,100.414873,38.57006977
79,100.41485987,38.57001941
79,100.41481787,38.56998273
79,100.41480156,38.56995624
79,100.41474923,38.56988823
79,100.41472367,38.56988568
79,100.41473165,38.56985889
79,100.41473325,38.56981693
79,100.41470088,38.56977632
79,100.41467134,38.56975571
79,100.41463996,38.56976562
79,100.41462071,38.56974393
79,100.41463483,38.56972088
79,100.41468358,38.56969884
79,100.41472325,38.56967834
79,100.41483806,38.56958829
79,100.41498536,38.56948355
79,100.41515862,38.56937189
79,100.41521764,38.56943927
79,100.41522165,38.56945781
79,100.41523911,38.56951194
79,100.4152722,38.56962022
79,100.41485625,38.56986549
79,100.41483686,38.56989861
79,100.41486911,38.569964
79,100.41495811,38.57004444
79,100.41502968,38.57004428
79,100.41500404,38.57006438
79,100.414901,38.57013521
79,100.41485069,38.57023211
79,100.41478616,38.57028532
79,100.41473758,38.57032489
79,100.41481135,38.5703937
79,100.41487321,38.57045481
79,100.41494386,38.57052461
79,100.41503424,38.57061313
79,100.41505507,38.57063178
79,100.41511829,38.57068838
79,100.41520972,38.5707683
79,100.41528154,38.57083894
79,100.41532318,38.57085238
79,100.41541096,38.57068448
79,100.4155413,38.57051965
79,100.41561547,38.57043176
79,100.41564699,38.57033604
79,100.41564778,38.57029909
79,100.41572069,38.57022433
79,100.41597591,38.57008063
79,100.41600572,38.57005286
79,100.41586349,38.56992111
79,100.41580817,38.5698608
79,100.41575647,38.56980443
79,100.41559546,38.56964431
79,100.41546992,38.56951237
79,100.41537472,38.56941465
80,100.41253189,38.57072354
80,100.41261439,38.57065771
80,100.41258704,38.57059012
80,100.41256334,38.57053154
80,100.41255459,38.57048794
80,100.4125324,38.57037747
80,100.41252558,38.57034831
80,100.41249794,38.57023012
80,100.41249558,38.57016218
80,100.41249236,38.57006908
80,100.41246106,38.56991943
80,100.41245886,38.56990894
80,100.41242181,38.56975304
80,100.41242061,38.56969196
80,100.41241994,38.56965773
80,100.4123959,38.56942792
80,100.41239305,38.56940066
80,100.41238106,38.56926969
80,100.41237143,38.56916449
80,100.41236419,38.56913434
80,100.4123582,38.56910936
80,100.41234512,38.56897213
80,100.41233987,38.56891701
80,100.41231571,38.56886393
80,100.41230814,38.56884732
80,100.41230449,38.56866089
80,100.41230395,38.56863288
80,100.41229959,38.56857778
80,100.412287,38.56841858
80,100.41219721,38.56848401
80,100.41173917,38.56871977
80,100.41182532,38.56884028
80,100.41146708,38.56901784
80,100.41135809,38.56907185
80,100.41122611,38.56912206
80,100.41123576,38.56915854
80,100.4113028,38.56923353
80,100.41137623,38.56935562
80,100.41137536,38.56940425
80,100.41138794,38.56948847
80,100.41150291,38.5695929
80,100.41159592,38.56969188
80,100.41164613,38.56974418
80,100.41174316,38.56981909
80,100.41179659,38.56988136
80,100.41184993,38.56993887
80,100.41188949,38.56997462
80,100.41198654,38.56996964
80,100.41200526,38.56999515
80,100.41200916,38.57000845
80,100.41200342,38.57002568
80,100.41198187,38.57004119
80,100.4119306,38.57002751
80,100.41190193,38.57003734
80,100.4118191,38.5699329
80,100.41172055,38.5699576
80,100.41165886,38.56989096
80,100.41161374,38.5698343
80,100.41156676,38.56976099
80,100.41144373,38.5696016
80,100.41138784,38.56962695
80,100.41137698,38.56960359
80,100.41132049,38.56950894
80,100.41129011,38.56950812
80,100.41126341,38.56944845
80,100.41123476,38.56938446
80,100.41120221,38.56932479
80,100.41124513,38.5693037
80,100.41124291,38.56926797
80,100.41122218,38.56921698
80,100.41118124,38.56914121
80,100.41117088,38.56911268
80,100.41114753,38.56910871
80,100.41108939,38.56912237
80,100.41074936,38.56932416
80,100.41071307,38.5693457
80,100.41050939,38.5694554
80,100.41037363,38.56940556
80,100.41015529,38.56951115
80,100.41022718,38.56964756
80,100.41035487,38.56975041
80,100.41053687,38.56964955
80,100.41060352,38.56970524
80,100.4106556,38.56976424
80,100.41069748,38.56981168
80,100.4108036,38.56992671
80,100.41090137,38.57003268
80,100.41094101,38.57007705
80,100.41107456,38.57022651
80,100.41112304,38.57026734
80,100.41107223,38.57030226
80,100.41106508,38.5703095
80,100.41119735,38.57041672
80,100.41129669,38.57050124
80,100.41130526,38.57050911
80,100.41142333,38.57061686
80,100.41145986,38.570648
80,100.41148072,38.57068426
80,100.41160567,38.57063151
80,100.41170109,38.57069829
80,100.41177699,38.57077602
80,100.4118366,38.57079675
80,100.41190771,38.57078517
80,100.41195014,38.57070362
80,100.41194811,38.57059997
80,100.41195345,38.57048551
80,100.41196041,38.57045325
80,100.41200176,38.57054928
80,100.41208163,38.57067463
80,100.41217989,38.57080929
80,100.41226242,38.57091555
80,100.41235528,38.57085557
80,100.41237335,38.5708439
80,100.41253189,"38.57072354),(100.41203264 38.57046643"
80,100.41197188,38.57043208
80,100.41205401,38.57039664
80,100.41206423,38.57040246
80,100.41214032,38.57038153
80,100.41220764,38.57034639
80,100.4122798,38.57028633
80,100.41229296,38.57030056
80,100.41220209,38.57037315
80,100.41216234,38.57045181
80,100.41219426,38.5705315
80,100.41225825,38.57066381
80,100.41223437,38.57067799
80,100.41223102,38.57067215
80,100.41219751,38.57063537
80,100.41214854,38.57061499
80,100.41203264,38.57046643
81,100.41390715,38.57092718
81,100.41413512,38.57077586
81,100.41416419,38.57081397
81,100.41419016,38.57083796
81,100.4142855,38.57077675
81,100.41438558,38.5706783
81,100.4144299,38.57061628
81,100.41439489,38.57060746
81,100.4144311,38.5705848
81,100.41463016,38.5704251
81,100.41471971,38.57037566
81,100.41460409,38.57025676
81,100.41445828,38.5701257
81,100.41436398,38.57018045
81,100.41410452,38.57034089
81,100.41404017,38.57038541
81,100.4140155,38.57036818
81,100.41393381,38.57030482
81,100.4139018,38.57029805
81,100.41369028,38.57042573
81,100.41396346,38.5702128
81,100.41413562,38.57009036
81,100.41430434,38.56997681
81,100.41417096,38.56984708
81,100.41401909,38.56969938
81,100.41396221,38.56974058
81,100.41395203,38.5698408
81,100.41368476,38.57014433
81,100.4136585,38.57016873
81,100.41348202,38.57033268
81,100.4135013,38.57038726
81,100.41353651,38.57047978
81,100.41356202,38.57051027
81,100.41365339,38.57061946
81,100.41366279,38.57063175
81,100.41375309,38.57074982
81,100.41390715,38.57092718
82,100.40887485,38.56793171
82,100.40884059,38.56795159
82,100.40883625,38.56797834
82,100.40882799,38.56799371
82,100.40875828,38.5679235
82,100.40871906,38.56790491
82,100.40867481,38.567856
82,100.40855231,38.56794696
82,100.40856747,38.56797728
82,100.40858286,38.56801904
82,100.40861057,38.56807019
82,100.40865222,38.56808875
82,100.40871579,38.56815234
82,100.40872091,38.56816562
82,100.40871712,38.56822001
82,100.40869212,38.56824605
82,100.40864406,38.56827237
82,100.40864552,38.56828474
82,100.40873651,38.568371
82,100.40872889,38.56837705
82,100.40871854,38.56838918
82,100.40864358,38.56830955
82,100.40862137,38.56829171
82,100.40860326,38.56829669
82,100.40858297,38.56831505
82,100.40870094,38.56840981
82,100.40868082,38.5684334
82,100.40865283,38.56841049
82,100.40856149,38.56833437
82,100.40851707,38.56836065
82,100.40852228,38.5683787
82,100.4086484,38.5684628
82,100.40863607,38.56847397
82,100.40862319,38.56848564
82,100.4086103,38.56847107
82,100.40849081,38.56838384
82,100.40846355,38.56840274
82,100.40842291,38.56836273
82,100.4083475,38.56831026
82,100.40831898,38.56829072
82,100.4082984,38.56827766
82,100.40834282,38.56823268
82,100.40828077,38.56815214
82,100.40821851,38.56820026
82,100.40820871,38.56819142
82,100.4081975,38.56818384
82,100.40845836,38.56798622
82,100.40849153,38.56794387
82,100.40865183,38.56780912
82,100.40863497,38.56778501
82,100.40868924,38.56775377
82,100.40869024,38.56780524
82,100.40870733,38.56784078
82,100.40879638,38.56792408
82,100.40887485,38.56793171
82,100.40891195,38.56787264
82,100.4089205,38.56775098
82,100.40887658,38.56759374
82,100.40878002,38.56751522
82,100.40874949,38.5674904
82,100.40859201,38.56744749
82,100.40848184,38.56748733
82,100.40842238,38.5675316
82,100.40836292,38.56756521
82,100.40829846,38.56762175
82,100.40822494,38.56768127
82,100.40820043,38.56772001
82,100.4080839,38.56785496
82,100.40795053,38.56799003
82,100.40779342,38.56811845
82,100.40777233,38.56815732
82,100.40771993,38.5681794
82,100.40759655,38.56831288
82,100.4074721,38.56842573
82,100.40727308,38.56861879
82,100.40711177,38.56879648
82,100.40704266,38.56886405
82,100.40693477,38.56893589
82,100.40716238,38.56911186
82,100.40729761,38.56898783
82,100.40725479,38.56903411
82,100.40716238,38.56911186
82,100.40725618,38.56919886
82,100.40727265,38.56921347
82,100.40739057,38.56931807
82,100.40752953,38.56943867
82,100.40754317,38.56945011
82,100.40767397,38.56955991
82,100.40769834,38.56958076
82,100.40781568,38.56968118
82,100.4078261,38.56969015
82,100.40794259,38.56979048
82,100.40796919,38.56981172
82,100.40813225,38.56994192
82,100.40814198,38.5699502
82,100.40825912,38.57004979
82,100.40827357,38.57006237
82,100.40839439,38.57016757
82,100.40840988,38.57018031
82,100.40854341,38.57029019
82,100.40867863,38.5704051
82,100.40869055,38.57041549
82,100.40882594,38.57053346
82,100.40883643,38.57054171
82,100.40898782,38.57066092
82,100.40907561,38.57074068
82,100.40910743,38.57076959
82,100.40920898,38.57083987
82,100.40922085,38.57085211
82,100.40928985,38.57092326
82,100.40933824,38.57097631
82,100.40936674,38.57100339
82,100.4094432,38.57100104
82,100.40976599,38.57083413
82,100.4102603,38.57058937
82,100.41045278,38.57048727
82,100.41067133,38.57037134
82,100.4106265,38.57030109
82,100.41054544,38.57017409
82,100.41031157,38.56995097
82,100.41018769,38.56976371
82,100.40998497,38.56955022
82,100.4098939,38.56948807
82,100.40982436,38.56944062
82,100.40976581,38.56942702
82,100.40971923,38.56936698
82,100.40970975,38.56935477
82,100.40975677,38.56933704
82,100.40979878,38.56927022
82,100.40982743,38.56922465
82,100.40981765,38.5691889
82,100.40976888,38.5690107
82,100.40976074,38.56898092
82,100.40962913,38.56869626
82,100.40959583,38.568608
82,100.40956564,38.5685418
82,100.40949833,38.56863515
82,100.40938249,38.56855623
82,100.40930388,38.56844849
82,100.40923471,38.56835781
82,100.40910932,38.56827924
82,100.40898773,38.5683951
82,100.40906345,38.56844853
82,100.40918215,38.56855721
82,100.40916679,38.56861031
82,100.40907649,38.56868467
82,100.4090553,38.56866861
82,100.40897095,38.56859312
82,100.40887439,38.56851698
82,100.40881417,38.56858595
82,100.40897926,38.56872339
82,100.4089979,38.5687296
82,100.40903497,38.56877425
82,100.40897048,38.5687411
82,100.40893677,38.56872378
82,100.4087763,38.56858986
82,100.40872455,38.56865213
82,100.40863252,38.56871041
82,100.40854949,38.56864185
82,100.40847587,38.56860269
82,100.40851019,38.56858798
82,100.4086376,38.56867654
82,100.40874574,38.56857951
82,100.40879376,38.56855152
82,100.40880811,38.56854107
82,100.40883866,38.5685188
82,100.40885316,38.56848407
82,100.40888405,38.56843365
82,100.40891989,38.56840343
82,100.40893483,38.56839133
82,100.40899028,38.56835491
82,100.40904844,38.56830178
82,100.40907812,38.56826686
82,100.40905132,38.56821595
82,100.40900175,38.56816137
82,100.40897531,38.56813225
82,100.40890966,38.56803533
82,100.40890126,38.56799372
82,100.40888539,38.56795816
82,100.40887485,"38.56793171),(100.40760341 38.56872004"
82,100.40765151,38.56874723
82,100.40767988,38.56875306
82,100.40766955,38.56875742
82,100.40756978,38.56887206
82,100.40759002,38.56891377
82,100.40761479,38.56893826
82,100.40762411,38.56896294
82,100.40759365,38.56898463
82,100.4075065,38.5688652
82,100.40748821,38.56879869
82,100.40754088,38.56875992
82,100.40760341,"38.56872004),(100.40934176 38.56892258"
82,100.40935969,38.56890423
82,100.40945751,38.56897026
82,100.40956723,38.56909914
82,100.4095492,38.56910609
82,100.40950067,38.56904962
82,100.40943271,38.56898967
82,100.40938934,38.56894491
82,100.40934176,"38.56892258),(100.40946053 38.569093"
82,100.40949684,38.56913214
82,100.40947908,38.5691416
82,100.40946535,38.56912809
82,100.40935279,38.56901728
82,100.40929368,38.56897509
82,100.40933591,38.56899155
82,100.40941479,38.56905161
82,100.40946053,"38.569093),(100.40944405 38.56967922"
82,100.4091184,38.5699044
82,100.40898547,38.56979227
82,100.40900879,38.56977646
82,100.40912124,38.56987778
82,100.40955615,38.56956954
82,100.40966942,38.56949223
82,100.40956064,38.56939826
82,100.4095714,38.56939217
82,100.40971357,38.56949008
82,100.40951589,38.56962735
82,100.40944405,38.56967922
83,100.42520721,38.57081649
83,100.42528516,38.57070543
83,100.42526821,38.57067704
83,100.42522481,38.5706933
83,100.42514164,38.57072434
83,100.42514107,38.57069575
83,100.42518018,38.57064665
83,100.42517975,38.57062521
83,100.4250792,38.57060641
83,100.42503166,38.57059698
83,100.4249626,38.57060497
83,100.42498209,38.57057756
83,100.42498395,38.57048745
83,100.42493766,38.5704494
83,100.42486836,38.57035301
83,100.42473478,38.57050622
83,100.42469478,38.57060251
83,100.42466046,38.57070631
83,100.42467332,38.57071431
83,100.4247154,38.57072381
83,100.42473748,38.57073498
83,100.4249134,38.57078861
83,100.42494378,38.57079536
83,100.42500488,38.57080894
83,100.42505595,38.57082054
83,100.42509453,38.5708293
83,100.42514734,38.57082866
83,100.42520721,38.57081649
84,100.42044457,38.57075939
