,0,1
19,100.41017345,38.56788997
19,100.4102341,38.56790187
19,100.41043835,38.56779073
19,100.41065555,38.56765846
19,100.41067199,38.56762836
19,100.41058448,38.56755973
19,100.41052259,38.5674997
19,100.41037577,38.56736562
19,100.4103295,38.56732805
19,100.41029084,38.56729157
19,100.41020456,38.56722588
19,100.41017022,38.56717743
19,100.41015005,38.56715504
19,100.41011286,38.56711616
19,100.41007618,38.56710349
19,100.41006218,38.56708579
19,100.41004799,38.56705855
19,100.41000935,38.56702327
20,100.41474895,38.56695985
20,100.41473914,38.56694909
20,100.41454361,38.56708366
20,100.41429137,38.56722399
20,100.41415572,38.5673038
20,100.41437444,38.56749754
20,100.41453517,38.56763209
20,100.41467592,38.56776623
20,100.41479156,38.56785779
20,100.41485483,38.56791065
20,100.41490644,38.56791121
20,100.41496605,38.56785449
20,100.41502723,38.56780131
20,100.41525827,38.56762069
20,100.41520443,38.56752348
20,100.4151225,38.56743832
20,100.41511332,38.56742877
20,100.4150604,38.56733075
20,100.41500568,38.56728597
20,100.41498635,38.56727015
20,100.41496223,38.56715461
20,100.41492448,38.56711364
20,100.41491012,38.56709804
20,100.41481882,38.56699333
20,100.41474895,38.56695985
21,100.41219768,38.56770584
21,100.41216312,38.56749174
21,100.41194201,38.5676184
21,100.4116256,38.56781527
21,100.41161973,38.56782606
21,100.41162664,38.56786888
21,100.41174571,38.56798065
21,100.41186445,38.56792083
21,100.41219768,38.56770584
22,100.41781377,38.56770934
22,100.41774317,38.56766968
22,100.4176753,38.56769195
22,100.41771656,38.56772164
22,100.41778735,38.56777083
22,100.41789273,38.56786568
22,100.41801661,38.56791304
22,100.41808737,38.56788358
22,100.41781377,38.56770934
23,100.40847397,38.56817281
23,100.40856926,38.56808451
23,100.40856263,38.56805599
23,100.4085511,38.56800965
23,100.40852906,38.5679694
23,100.40850352,38.56798282
23,100.40844814,38.56802281
23,100.40834945,38.56809907
23,100.408301,38.56813651
23,100.40833733,38.56817159
23,100.40837544,38.56816398
23,100.40842342,38.56819629
23,100.40847397,38.56817281
24,100.41455779,38.56771363
24,100.41449135,38.56766963
24,100.41448935,38.56767102
24,100.41446765,38.56763751
24,100.41444272,38.56760444
24,100.4143747,38.56754139
24,100.4143441,38.56752936
24,100.41434233,38.56750079
24,100.41426607,38.56745118
24,100.41413262,38.56733363
24,100.41407103,38.56728861
24,100.41390826,38.56740975
24,100.41375099,38.56752812
24,100.41372691,38.56751204
24,100.41394337,38.56734259
24,100.41405412,38.5672626
24,100.41402611,38.56722719
24,100.41389637,38.56711317
24,100.41377035,38.56718857
24,100.41344848,38.56741418
24,100.41363798,38.56758449
24,100.41359297,38.56762117
24,100.41365869,38.56770113
24,100.4138255,38.56784807
24,100.41385156,38.56787375
24,100.41398801,38.56800818
24,100.4140006,38.56802053
24,100.41412056,38.56813825
24,100.41417585,38.56811388
24,100.41417083,38.56810974
24,100.41429073,38.56802765
24,100.41436859,38.56797332
24,100.41448636,38.56789197
24,100.41457226,38.56783263
24,100.41463309,38.5677766
24,100.41459228,38.56773896
24,100.41455779,38.56771363
25,100.41112018,38.56758422
25,100.41096849,38.56749671
25,100.41096239,38.56750153
25,100.41088858,38.56757678
25,100.41113089,38.56784962
25,100.41112952,38.56785049
25,100.41138119,38.56812532
25,100.41144332,38.56818663
25,100.41169521,38.56803727
25,100.41153501,38.56791765
25,100.41138821,38.56778477
25,100.41129037,38.567749
25,100.41125425,38.56768747
25,100.4112032,38.56763804
25,100.41112018,38.56758422
26,100.41308555,38.56790377
26,100.41340206,38.56771167
26,100.41342637,38.56769742
26,100.41353865,38.5676316
26,100.41343032,38.56752732
26,100.41336455,38.56748352
26,100.41325805,38.56756366
26,100.41312515,38.56765964
26,100.41288931,38.56781657
26,100.41284182,38.56784739
26,100.41283783,38.56782327
26,100.413084,38.56765156
26,100.41317137,38.56758663
26,100.41334174,38.56746833
26,100.41322045,38.56735158
26,100.41312925,38.56728309
26,100.41312041,38.56727324
26,100.41304112,38.56718501
26,100.41291262,38.56707216
26,100.4129062,38.56706552
26,100.41285065,38.56700808
26,100.41276092,38.56693751
26,100.41273843,38.56691982
26,100.41266768,38.56684155
26,100.41262041,38.56679635
26,100.4125328,38.56671257
26,100.41242558,38.56663188
26,100.41236398,38.56663024
26,100.41234283,38.5665733
26,100.41228778,38.56655251
26,100.41232115,38.56676804
26,100.4123414,38.56696513
26,100.41234251,38.56697996
26,100.41235582,38.56715629
26,100.41239637,38.56736649
26,100.41239567,38.56742743
26,100.41239547,38.56744467
26,100.41245618,38.56769276
26,100.41245687,38.56770839
26,100.41261809,38.56760455
26,100.41284705,38.56745708
26,100.41287505,38.56748006
26,100.4126591,38.56762523
26,100.41245981,38.56776118
26,100.41246653,38.56784898
26,100.41249751,38.56806692
26,100.41250939,38.56823932
26,100.41258153,38.56820896
26,100.41268657,38.56814692
26,100.41276503,38.56809824
26,100.41276648,38.56809734
26,100.41278254,38.56808737
26,100.41298353,38.56796459
26,100.41301585,38.56794532
26,100.41308555,38.56790377
27,100.41111437,38.56786004
27,100.41087124,38.56758548
27,100.41072504,38.56765883
27,100.41067277,38.56768872
27,100.41093005,38.56798143
27,100.41106489,38.568124
27,100.41123856,38.56831138
27,100.41142155,38.56819954
27,100.41129827,38.56806329
27,100.41111437,38.56786004
28,100.40866623,38.56823111
28,100.4086762,38.56819762
28,100.4086709,38.56815955
28,100.40865522,38.56813352
28,100.40863654,38.56810992
28,100.40861056,38.56810069
28,100.40860184,38.56809728
28,100.40859895,38.56809614
28,100.40845292,38.56821453
28,100.40843855,38.56822471
28,100.4083835,38.56820392
28,100.40835787,38.56819708
28,100.40835675,38.56823285
28,100.40834831,38.56826727
28,100.40846331,38.56837899
28,100.40848669,38.56836435
28,100.40851652,38.56833777
28,100.40856126,38.56829672
28,100.40857331,38.56829181
28,100.40858379,38.56828453
28,100.40862283,38.56826261
28,100.40866623,38.56823111
29,100.41909756,38.56815265
29,100.41905707,38.5681007
29,100.41903901,38.56808074
29,100.41902294,38.56806298
29,100.41892642,38.56794022
29,100.41882002,38.56783492
29,100.41875302,38.56779672
29,100.41868002,38.5677551
29,100.41857345,38.56770778
29,100.41856162,38.567707
29,100.41853697,38.56770536
29,100.4184625,38.56762332
29,100.41839232,38.56757412
29,100.41831971,38.56758644
29,100.41824928,38.56761733
29,100.41825348,38.56764588
29,100.41825435,38.5676902
29,100.41823685,38.56772616
29,100.41825749,38.56775737
29,100.41828414,38.56781567
29,100.41834838,38.56784063
29,100.41837539,38.56786224
29,100.41842056,38.56789839
29,100.41850701,38.56794167
29,100.41854257,38.56798986
29,100.41858894,38.5680322
29,100.41871435,38.56811678
29,100.41877573,38.56815059
29,100.41883692,38.56817487
29,100.41891513,38.56813817
29,100.41892921,38.56815945
29,100.41893769,38.56820463
29,100.41896703,38.56823049
29,100.41899935,38.56825274
29,100.4190774,38.56828516
29,100.41911942,38.56826082
29,100.4191153,38.56820605
29,100.41909756,38.56815265
30,100.41484743,38.56794116
30,100.4146697,38.56779459
30,100.41457994,38.56786146
30,100.41455042,38.5678785
30,100.41450909,38.56790235
30,100.41442656,38.56796627
30,100.41425507,38.56807607
30,100.41413823,38.56815604
30,100.41425528,38.5682739
30,100.41437343,38.5683547
30,100.41464499,38.56814476
30,100.4147666,38.56802782
30,100.41482972,38.56796712
30,100.41484743,38.56794116
31,100.41223932,38.56797225
31,100.41220286,38.56773793
31,100.41207813,38.56780949
31,100.41179338,38.56799525
31,100.41192416,38.56800797
31,100.41195885,38.56807429
31,100.41202135,38.56816529
31,100.41213205,38.5683153
31,100.41220934,38.56842592
31,100.4122992,38.56836382
31,100.41228119,38.56831256
31,100.41225927,38.56812311
31,100.41224114,38.56800321
31,100.41223932,38.56797225
32,100.40908541,38.56773077
32,100.40898501,38.56768813
32,100.40894721,38.56769699
32,100.40896568,38.56775017
32,100.40896794,38.56778827
32,100.40897228,38.56785495
32,100.40895806,38.56790398
32,100.40894209,38.56794112
32,100.4089563,38.568047
32,100.40903997,38.56813418
32,100.40912644,38.56820941
32,100.40912118,38.56825118
32,100.40915506,38.56827579
32,100.40923023,38.5683166
32,100.40928464,38.56838267
32,100.4093219,38.56842513
32,100.40938449,38.56844344
32,100.40941097,38.56847768
32,100.40941491,38.56852411
32,100.40943508,38.5685465
32,100.40947217,38.56858062
32,100.409496,38.5685872
32,100.40951891,38.56856456
32,100.4095323,38.5685507
32,100.40953794,38.56852858
32,100.40954625,38.56848737
32,100.40954341,38.5684588
32,100.40954032,38.56840018
32,100.40955711,38.56839485
32,100.40955462,38.5683772
32,100.40951215,38.5683167
32,100.40944069,38.56826417
32,100.40938616,38.56820763
32,100.40935116,38.56815657
32,100.4093329,38.56809196
32,100.40929671,38.56797991
32,100.40925189,38.56792325
32,100.40917928,38.56781163
32,100.40908541,38.56773077
33,100.41185667,38.56801864
33,100.41178682,38.5680171
33,100.41175857,38.56804723
33,100.41162157,38.56810489
33,100.41168208,38.56817209
33,100.41179338,38.56831879
33,100.41188642,38.56843648
33,100.41197425,38.56857462
33,100.41209935,38.568514
33,100.41211117,38.56850769
33,100.41219068,38.56846523
33,100.41219742,38.56845104
33,100.41201231,38.56819996
33,100.41190416,38.56804071
33,100.41185667,38.56801864
34,100.40899385,38.56841338
34,100.40896893,38.56840276
34,100.40893833,38.56841524
34,100.40891457,38.56844174
34,100.40912335,38.56862029
34,100.40914856,38.56859384
34,100.40914052,38.56855533
34,100.40913199,38.56853827
34,100.40904945,38.56846205
34,100.40899385,38.56841338
35,100.41077053,38.5678436
35,100.41065266,38.56770021
35,100.41057854,38.56774259
35,100.41047002,38.56780818
35,100.41043692,38.56782819
35,100.41037237,38.56788044
35,100.41036901,38.5678822
35,100.41030506,38.56791557
35,100.41023281,38.56794695
35,100.4102161,38.56796145
35,100.41027711,38.56803889
35,100.41031917,38.56807842
35,100.41032078,38.56809843
35,100.41033725,38.5681335
35,100.4104006,38.56820614
35,100.41044981,38.56823891
35,100.41046556,38.56825545
35,100.41047584,38.56826625
35,100.41052575,38.56833429
35,100.41060146,38.56841822
35,100.41061087,38.56842938
35,100.41062135,38.56844181
35,100.41071342,38.5685551
35,100.41075201,38.56860326
35,100.41076331,38.56862219
35,100.41092667,38.56851825
35,100.41103177,38.56844853
35,100.41121486,38.56834146
35,100.41102887,38.56814469
35,100.41089855,38.56800088
35,100.4108994,38.56800035
35,100.41077053,38.5678436
36,100.40910826,38.56862865
36,100.4089058,38.56846216
36,100.40888988,38.56849924
36,100.40908425,38.56866283
36,100.40910674,38.56864439
36,100.40910826,38.56862865
37,100.41530812,38.56770241
37,100.41527052,38.5676428
37,100.41514071,38.56774171
37,100.41495278,38.56791081
37,100.41489126,38.56794731
37,100.41479158,38.5680498
37,100.41461676,38.56819134
37,100.41462908,38.56820077
37,100.41454271,38.56828518
37,100.41440185,38.56838275
37,100.41446073,38.56844088
37,100.41455536,38.56852911
37,100.41459803,38.56856742
37,100.41463786,38.56860318
37,100.41471929,38.56866869
37,100.41475335,38.56867007
37,100.41507944,38.56830148
37,100.41527739,38.56808602
37,100.41534128,38.56799589
37,100.41535715,38.56797351
37,100.41546714,38.56791641
37,100.41546758,38.56784634
37,100.41536222,38.56776753
37,100.41530812,38.56770241
38,100.41619504,38.56889075
38,100.41619104,38.56874426
38,100.41615603,38.5687459
38,100.41612229,38.56872844
38,100.41605515,38.56878764
38,100.41605282,38.56882342
38,100.41607012,38.56893165
38,100.41611434,38.56894184
38,100.41619504,38.56889075
39,100.38924194,38.56922778
39,100.38961811,38.56921379
39,100.38984878,38.56921105
39,100.39004192,38.56915155
39,100.38998767,38.56885667
39,100.38985837,38.56844827
39,100.38966386,38.5682411
39,100.38667109,38.56876988
39,100.38670758,38.56878118
39,100.38696455,38.568883
39,100.38738043,38.56904013
39,100.38777277,38.56923568
39,100.38832019,38.56928639
39,100.38874437,38.56924322
39,100.38924194,38.56922778
40,100.4117744,38.56832867
40,100.41160743,38.5681137
40,100.41143412,38.56822155
40,100.41131125,38.56830287
40,100.41116589,38.5684145
40,100.41107574,38.56846134
40,100.41089162,38.56857773
40,100.41077999,38.56865166
40,100.41079224,38.56867332
40,100.41083073,38.56871671
40,100.41087084,38.56878105
40,100.4109194,38.56884243
40,100.41093384,38.56886292
40,100.41094938,38.56888497
40,100.41096966,38.56892858
40,100.41100688,38.56896912
40,100.4110575,38.56901141
40,100.41110777,38.56903655
40,100.41113512,38.56902546
40,100.41124193,38.56896982
40,100.41142344,38.56887526
40,100.4114999,38.5688343
40,100.41165941,38.56874883
40,100.41167117,38.56874253
40,100.41178554,38.56867802
40,100.41182887,38.56865359
40,100.41196631,38.56857893
40,100.41192136,38.56850953
40,100.4117744,38.56832867
41,100.41872356,38.56896564
41,100.41895281,38.56877637
41,100.41896797,38.56868276
41,100.41893756,38.56866206
41,100.4189212,38.56865091
41,100.41887024,38.56852951
41,100.41886626,38.56851918
41,100.41883953,38.5684498
41,100.41870626,38.56835005
41,100.41869879,38.56837889
41,100.41866322,38.56842222
41,100.41863798,38.56845113
41,100.41853874,38.56849881
41,100.41849508,38.56851721
41,100.41846881,38.5684937
41,100.41848217,38.56847804
41,100.41859339,38.56842188
41,100.41862943,38.56840238
41,100.41865144,38.56836398
41,100.41865246,38.56832105
41,100.41856664,38.56828151
41,100.41843688,38.56819307
41,100.41840172,38.56816911
41,100.41829998,38.56812053
41,100.41815978,38.56809244
41,100.41814104,38.56808555
41,100.41810015,38.56807052
41,100.41796168,38.56797567
41,100.4179515,38.56796769
41,100.41785993,38.56789587
41,100.41779947,38.5678777
41,100.41777037,38.56787996
41,100.41776243,38.56790865
41,100.41774611,38.5678812
41,100.41769912,38.56783792
41,100.41762711,38.56775776
41,100.41758548,38.56774015
41,100.41761502,38.56771413
41,100.417521,38.56764139
41,100.41754757,38.56760293
41,100.41749768,38.56753561
41,100.41744166,38.56746598
41,100.41736611,38.56740612
41,100.41723866,38.5673314
41,100.41721432,38.56731799
41,100.41711591,38.56726377
41,100.4170374,38.56721008
41,100.41700975,38.56719117
41,100.41689262,38.56712602
41,100.41686089,38.56710837
41,100.41674507,38.56700729
41,100.41668244,38.56697431
41,100.41663004,38.56694671
41,100.41650224,38.56685412
41,100.41644217,38.56680956
41,100.41637337,38.56678418
41,100.41625176,38.56685238
41,100.41609409,38.5669389
41,100.41606694,38.56694757
41,100.41602562,38.56693019
41,100.41595331,38.56695848
41,100.41587676,38.5670023
41,100.41595913,38.56710021
41,100.41598911,38.56714259
41,100.41606529,38.56725027
41,100.41608338,38.56727181
41,100.41616631,38.5673706
41,100.41624502,38.56743638
41,100.41630042,38.56747503
41,100.41628802,38.56753953
41,100.41633668,38.56762117
41,100.41635671,38.56763642
41,100.41637395,38.56765751
41,100.41640492,38.56769542
41,100.41646254,38.56776979
41,100.41647096,38.56778385
41,100.41652061,38.56786681
41,100.41654522,38.5679066
